Location,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Kenya,6076.758000000001,6240.1630000000005,6412.363,6593.109,6782.286999999999,6979.931,7186.210999999999,7401.420999999999,7625.995,7860.475,8105.44,8361.440999999999,8628.972,8908.421999999999,9200.157,9504.703000000001,9822.499,10154.484,10502.245,10867.716,11252.492,11657.514,12083.188,12529.851999999999,12997.595,13486.628999999999,13996.704,14528.293,15082.993999999999,15662.851999999999,16268.99,16901.677,17559.43,18239.404,18937.738,19651.225,20378.626,21119.318,21871.442000000003,22633.022,23402.507,24179.597999999998,24963.952999999998,25754.113999999998,26548.486,27346.456000000002,28147.734,28954.113999999998,29769.803,30600.397,31450.482999999997,32321.482000000004,33214.009,34130.852,35074.931000000004,36048.288,37052.05,38085.909,39148.416,40237.204,41350.152,42486.83900000001,43646.629,44826.849,46024.25,47236.259000000005
Kiribati,33.048,33.623000000000005,34.286,35.007,35.777,36.596,37.455,38.346,39.268,40.24,41.233000000000004,42.257,43.302,44.363,45.425,46.453,47.458999999999996,48.437,49.388000000000005,50.294,51.178000000000004,52.025,52.824,53.604,54.38,55.169,55.977,56.81,57.662,58.506,59.339,60.133,60.92,61.768,62.765,64.003,65.518,67.26100000000001,69.098,70.86,72.41199999999999,73.7,74.76899999999999,75.719,76.671,77.73,78.907,80.184,81.55,82.96600000000001,84.406,85.85799999999999,87.34299999999999,88.895,90.542,92.325,94.26,96.311,98.44,100.568,102.652,104.656,106.613,108.535,110.458,112.40700000000001
Kuwait,153.096,157.93200000000002,162.696,167.896,174.09099999999998,181.888,191.975,205.065,221.91099999999997,243.235,269.618,301.336,338.296,379.89099999999996,425.235,473.55400000000003,524.856,579.007,634.8969999999999,691.1289999999999,746.7669999999999,801.1419999999999,854.6039999999999,908.52,964.834,1024.94,1089.2089999999998,1157.0330000000001,1227.601,1299.683,1372.318,1442.991,1511.3139999999999,1580.638,1655.8329999999999,1738.994,1836.105,1942.81,2038.885,2096.9320000000002,2099.615,2035.661,1916.8770000000002,1777.1370000000002,1663.932,1610.651,1631.74,1715.3139999999999,1836.3529999999998,1957.066,2050.741,2109.355,2143.833,2169.118,2207.939,2276.623,2377.258,2503.41,2652.34,2818.9390000000003,2998.083,3191.051,3395.5559999999996,3598.385,3782.45,3935.7940000000003
Kyrgyzstan,1740.004,1765.555,1795.13,1828.195,1864.495,1904.06,1947.219,1994.5610000000001,2046.915,2105.181,2170.093,2241.7529999999997,2319.455,2401.4629999999997,2485.43,2569.458,2653.05,2736.0759999999996,2817.335,2895.5440000000003,2969.864,3039.7670000000003,3105.535,3168.2929999999997,3229.688,3291.077,3352.618,3414.32,3477.2290000000003,3542.522,3610.9809999999998,3682.672,3757.184,3834.1679999999997,3913.058,3993.1059999999998,4075.187,4158.607,4239.295,4311.8679999999995,4372.89,4419.630999999999,4454.189,4483.84,4518.8009999999995,4566.087,4629.398,4705.638,4786.773,4861.129,4920.718,4962.59,4990.687,5012.269,5037.929,5075.38,5126.73,5189.72,5262.294,5340.781,5422.3369999999995,5506.601,5594.108,5683.808000000001,5774.566,5865.401
Lao People's Democratic Republic,1682.915,1723.162,1764.007,1805.515,1847.775,1890.852,1934.8120000000001,1979.729,2025.6660000000002,2072.699,2120.896,2170.343,2221.1220000000003,2273.349,2327.137,2382.594,2439.196,2496.92,2556.8520000000003,2620.4339999999997,2688.428,2762.265,2840.841,2919.2870000000003,2990.965,3051.577,3098.973,3135.842,3168.843,3207.328,3258.1440000000002,3323.377,3401.242,3489.9770000000003,3586.381,3687.8979999999997,3794.0429999999997,3905.163,4020.295,4138.407999999999,4258.472,4380.073,4502.363,4623.28,4740.38,4851.923,4957.18,5056.519,5150.763,5241.284000000001,5329.304,5414.568,5497.273,5579.656,5664.605,5754.026,5849.356,5949.786999999999,6052.19,6152.036,6246.274,6333.486999999999,6415.169,6494.557,6576.397,6663.967
Latvia,1926.568,1933.991,1945.9560000000001,1961.655,1980.395,2001.57,2024.675,2049.315,2075.172,2102.004,2129.5860000000002,2157.66,2185.8779999999997,2213.803,2240.945,2266.9410000000003,2291.465,2314.5,2336.322,2357.395,2378.0170000000003,2398.376,2418.2670000000003,2437.177,2454.393,2469.436,2482.181,2492.978,2502.513,2511.735,2521.385,2531.013,2540.442,2550.927,2564.107,2580.751,2602.151,2626.8990000000003,2649.821,2663.9240000000004,2664.4320000000002,2649.152,2620.246,2582.65,2543.6220000000003,2508.473,2478.825,2453.302,2430.547,2408.09,2384.163,2358.677,2332.492,2305.775,2278.855,2251.9829999999997,2225.223,2198.518,2171.881,2145.3089999999997,2118.848,2092.493,2066.374,2040.7839999999999,2016.125,1992.6629999999998
Lebanon,1334.621,1358.217,1392.725,1434.849,1481.9589999999998,1532.109,1584.03,1637.1270000000002,1691.361,1747.162,1804.9260000000002,1864.605,1925.276,1984.98,2041.207,2092.348,2136.636,2174.845,2210.959,2250.6020000000003,2297.389,2353.555,2416.735,2480.419,2535.4970000000003,2575.69,2598.354,2606.221,2604.865,2602.5660000000003,2605.2929999999997,2615.7470000000003,2632.276,2651.292,2667.22,2676.583,2677.28,2672.173,2668.585,2676.605,2703.0159999999996,2752.462,2821.862,2900.8540000000003,2974.64,3033.3940000000002,3070.96,3092.67,3113.9509999999996,3156.6459999999997,3235.366,3359.8590000000004,3522.837,3701.4640000000004,3863.2670000000003,3986.8520000000003,4057.35,4086.466,4111.0470000000005,4183.156,4337.141,4588.3679999999995,4916.404,5276.102,5603.279,5851.479
Lesotho,733.945,744.319,754.8530000000001,765.581,776.548,787.806,799.44,811.543,824.2,837.5189999999999,851.591,866.462,882.17,898.6469999999999,915.822,933.655,952.206,971.512,991.4910000000001,1012.015,1033.05,1054.453,1076.34,1099.235,1123.855,1150.635,1179.723,1210.799,1243.3519999999999,1276.663,1310.118,1343.69,1377.346,1410.4389999999999,1442.2120000000002,1472.192,1499.861,1525.46,1550.2620000000002,1576.0220000000002,1603.9379999999999,1634.517,1667.121,1700.362,1732.257,1761.359,1787.273,1810.453,1831.2979999999998,1850.527,1868.6989999999998,1885.955,1902.3120000000001,1918.0970000000002,1933.7279999999998,1949.543,1965.662,1982.287,1999.93,2019.2089999999998,2040.5510000000002,2064.166,2089.928,2117.361,2145.785,2174.645
Liberia,930.025,942.9989999999999,957.595,973.699,991.23,1010.067,1030.109,1051.25,1073.392,1096.442,1120.313,1144.986,1170.48,1196.89,1224.344,1252.972,1282.8139999999999,1313.941,1346.491,1380.6370000000002,1416.529,1454.1979999999999,1493.711,1535.229,1578.9520000000002,1625.013,1672.3,1720.489,1771.256,1826.881,1888.3139999999999,1957.4560000000001,2031.85,2102.911,2159.089,2192.555,2201.833,2191.0229999999997,2165.09,2131.525,2097.232,2060.2670000000003,2022.729,2000.2479999999998,2012.885,2073.482,2191.179,2358.469,2551.062,2734.518,2884.522,2991.132,3062.863,3116.2329999999997,3176.414,3261.23,3375.8379999999997,3512.9320000000002,3662.993,3811.528,3948.125,4070.167,4181.563,4286.291,4390.737,4499.621
Libya,1124.515,1142.972,1163.891,1187.734,1214.827,1245.358,1279.406,1316.911,1357.7320000000002,1401.62,1448.4170000000001,1498.0710000000001,1550.8129999999999,1607.171,1667.825,1733.306,1803.683,1878.8770000000002,1958.914,2043.818,2133.526,2228.146,2327.49,2430.755,2536.888,2645.139,2754.696,2865.637,2979.093,3096.7290000000003,3219.466,3347.781,3480.454,3614.6890000000003,3746.715,3873.781,3994.591,4109.7029999999995,4220.418,4328.914000000001,4436.661,4544.293,4651.004,4755.289000000001,4855.003,4948.798,5035.884,5117.269,5195.502,5274.1630000000005,5355.751,5440.566,5527.515,5615.951999999999,5704.759,5792.688,5881.435,5970.361999999999,6053.078,6121.053000000001,6169.14,6193.501,6198.258000000001,6195.97,6204.108,6234.955
Liechtenstein,13.758,13.942,14.128,14.338,14.568,14.831,15.112,15.431,15.767000000000001,16.125999999999998,16.495,16.894000000000002,17.29,17.718,18.17,18.649,19.153,19.691,20.236,20.765,21.265,21.726,22.151,22.563000000000002,22.980999999999998,23.432,23.926,24.44,24.962,25.447,25.866,26.224,26.515,26.765,27.011,27.256999999999998,27.524,27.802,28.095,28.406999999999996,28.747,29.108,29.497,29.919,30.365,30.833000000000002,31.325,31.838,32.355,32.842,33.286,33.671,34.018,34.321,34.596,34.852,35.095,35.321999999999996,35.541,35.766,36.003,36.264,36.545,36.834,37.126999999999995,37.403
Lithuania,2567.403,2569.611,2578.047,2591.373,2608.522,2628.745,2651.625,2676.9990000000003,2704.985,2735.866,2769.866,2806.913,2846.388,2887.074,2927.38,2966.1620000000003,3002.79,3037.44,3070.69,3103.511,3136.58,3170.071,3203.6279999999997,3236.7309999999998,3268.6420000000003,3298.873,3327.257,3354.062,3379.798,3405.176,3430.759,3456.1420000000003,3481.132,3506.539,3533.478,3562.3959999999997,3594.0559999999996,3627.328,3658.49,3682.5570000000002,3696.034,3697.453,3688.1,3670.647,3649.134,3626.6020000000003,3603.745,3579.9040000000005,3555.133,3529.178,3501.835,3473.617,3444.7540000000004,3414.3520000000003,3381.118,3344.252,3303.671,3260.091,3214.627,3168.772,3123.803,3079.881,3037.2459999999996,2997.3340000000003,2961.8459999999995,2931.926
Luxembourg,296.001,297.58799999999997,299.496,301.505,303.45099999999996,305.26099999999997,306.945,308.564,310.257,312.22,314.58799999999997,317.441,320.703,324.121,327.366,330.161,332.41900000000004,334.227,335.834,337.56699999999995,339.668,342.226,345.103,348.173,351.189,353.983,356.564,358.968,361.07300000000004,362.789,364.038,364.781,365.098,365.305,365.795,366.884,368.666,371.07800000000003,374.11800000000005,377.70599999999996,381.791,386.352,391.394,396.81,402.43300000000005,408.149,413.999,419.974,425.833,431.26199999999994,436.103,440.19800000000004,443.726,447.32199999999995,451.819,457.842,465.55400000000003,474.722,485.105,496.279,507.889,519.941,532.387,544.721,556.316,566.741
Madagascar,4083.554,4168.3859999999995,4256.77,4348.72,4444.288,4543.542,4646.576,4753.523,4864.524,4979.753,5099.373,5223.568,5352.503000000001,5486.319,5625.164000000001,5769.218000000001,5918.595,6073.526,6234.465,6401.920999999999,6576.305,6757.85,6946.62,7142.6269999999995,7345.78,7556.026,7773.4490000000005,7998.164000000001,8230.218,8469.671999999999,8716.553,8971.345,9234.129,9504.280999999999,9780.872,10063.495,10352.12,10647.753999999999,10952.395,11268.658000000001,11598.633,11942.819,12301.336000000001,12675.46,13066.543,13475.4,13902.688,14347.854,14808.791000000001,15282.521,15766.806,16260.931999999999,16765.117,17279.141,17802.997,18336.724,18880.268,19433.523,19996.468999999997,20569.121,21151.64,21743.949,22346.572999999997,22961.146,23589.801,24234.088
Malawi,2953.8709999999996,3008.067,3065.034,3124.7340000000004,3187.173,3252.3320000000003,3320.22,3390.797,3464.047,3539.97,3618.595,3700.0229999999997,3784.4390000000003,3872.118,3963.417,4058.673,4158.124,4262.005,4370.65,4484.439,4603.723,4728.7029999999995,4859.61,4996.94,5141.202,5292.808000000001,5454.705,5627.533,5806.845,5986.331999999999,6163.08,6327.569,6484.451999999999,6661.358,6895.928000000001,7211.105,7625.305,8120.093000000001,8636.935,9094.671,9437.553,9641.153,9729.716999999999,9755.857,9796.976,9909.088,10109.789,10381.862,10704.743999999999,11044.356000000002,11376.171999999999,11695.863000000001,12013.711000000001,12336.687,12676.038,13039.711000000001,13429.261999999999,13840.969,14271.233999999999,14714.601999999999,15167.095,15627.618,16097.305,16577.147,17068.838,17573.607
Malaysia,6109.915,6271.486,6450.0830000000005,6640.041,6837.358,7039.719,7246.5380000000005,7458.898,7679.27,7911.036,8157.106,8418.46,8692.815,8974.084,9253.963,9526.563,9789.982,10046.171999999999,10297.801,10549.226,10803.978000000001,11062.338,11324.251,11592.698,11871.233,12162.368999999999,12468.893,12790.546,13123.069,13460.201000000001,13798.125,14133.84,14470.633,14818.617,15191.625,15598.942,16045.046999999999,16525.108,17027.588,17535.971,18038.321,18529.453999999998,19012.724,19494.967,19986.894,20495.596999999998,21023.321,21565.325,22113.464,22656.286,23185.607999999997,23698.907000000003,24198.811,24688.702999999998,25174.109,25659.392999999996,26143.566000000003,26625.845,27111.069,27605.382999999998,28112.289,28635.127999999997,29170.456000000002,29706.724,30228.017000000003,30723.155
Maldives,73.714,74.223,75.194,76.486,78.016,79.714,81.52,83.435,85.45100000000001,87.59,89.887,92.35,94.93799999999999,97.584,100.214,102.766,105.19,107.538,109.959,112.65100000000001,115.76799999999999,119.37799999999999,123.441,127.791,132.195,136.519,140.665,144.736,148.892,153.386,158.385,163.935,169.96,176.356,182.953,189.637,196.357,203.12400000000002,209.885,216.595,223.215,229.75400000000002,236.19,242.459,248.433,254.082,259.327,264.275,269.20599999999996,274.48400000000004,280.384,287.027,294.341,302.209,310.423,318.836,327.371,336.07,345.05400000000003,354.501,364.51099999999997,375.131,386.20300000000003,397.397,408.24699999999996,418.403
Mali,4708.429,4759.036,4811.1990000000005,4864.755,4919.5470000000005,4975.398,5032.123,5089.509,5147.348,5205.4490000000005,5263.733,5322.266,5381.368,5441.613,5503.7519999999995,5568.484,5635.859,5706.1990000000005,5780.835,5861.411999999999,5949.045,6044.53,6147.4580000000005,6256.187,6368.348000000001,6482.278,6596.773,6712.401,6831.295,6956.579000000001,7090.126,7234.303000000001,7387.656,7543.743,7693.6669999999995,7831.889,7955.164000000001,8067.758000000001,8180.728,8309.530999999999,8465.188,8652.514000000001,8868.263,9105.472,9353.385,9604.45,9856.81,10114.094000000001,10380.835,10663.723,10967.69,11293.258,11638.928999999998,12005.128,12391.906,12798.763,13227.063999999998,13675.606000000002,14138.216,14606.597,15075.085,15540.989,16006.67,16477.818,16962.846,17467.905
Malta,312.003,312.283,312.801,313.22900000000004,313.37,313.124,312.557,311.816,311.202,311.006,311.534,312.914,315.032,317.447,319.58799999999997,321.019,321.606,321.508,320.97900000000004,320.414,320.086,320.078,320.317,320.85400000000004,321.683,322.82099999999997,324.279,326.079,328.20099999999996,330.611,333.274,336.19300000000004,339.342,342.62800000000004,345.94800000000004,349.19599999999997,352.336,355.38699999999994,358.37800000000004,361.381,364.431,367.528,370.642,373.784,377.006,380.305,383.71,387.184,390.605,393.805,396.668,399.155,401.30300000000005,403.211,405.00699999999995,406.787,408.56300000000005,410.324,412.12800000000004,414.045,416.11,418.36699999999996,420.789,423.246,425.57,427.616
Marshall Islands,13.001,13.222000000000001,13.437999999999999,13.624,13.784,13.894,13.993,14.083,14.208,14.39,14.662,15.050999999999998,15.547,16.114,16.71,17.284000000000002,17.842,18.387999999999998,18.961,19.622,20.395,21.313000000000002,22.340999999999998,23.439,24.531,25.576,26.552,27.47,28.405,29.418000000000003,30.576,31.893,33.33,34.891999999999996,36.561,38.333,40.204,42.153,44.063,45.81399999999999,47.298,48.475,49.378,50.048,50.575,51.015,51.401,51.692,51.925,52.07899999999999,52.159,52.183,52.158,52.11600000000001,52.074,52.055,52.078,52.137,52.218,52.32,52.425,52.542,52.663000000000004,52.793,52.898,52.994
Martinique,222.002,224.42,228.27200000000002,233.269,239.146,245.676,252.655,259.88,267.211,274.49,281.622,288.485,294.968,300.954,306.371,311.127,315.173,318.504,321.178,323.319,325.01099999999997,326.33299999999997,327.3,327.897,328.07199999999995,327.838,327.166,326.19,325.286,324.92900000000003,325.454,326.993,329.445,332.605,336.167,339.876,343.74300000000005,347.76300000000003,351.716,355.34,358.449,360.9,362.755,364.37699999999995,366.24800000000005,368.73199999999997,371.918,375.654,379.663,383.54699999999997,387.004,389.973,392.485,394.50800000000004,396.024,397.04699999999997,397.565,397.577,397.10699999999997,396.204,394.91,393.209,391.164,389.05,387.204,385.842
Mauritania,660.4910000000001,675.596,691.811,709.097,727.437,746.804,767.1619999999999,788.5060000000001,810.801,834.023,858.168,883.221,909.174,936.0160000000001,963.747,992.367,1021.882,1052.286,1083.583,1115.788,1148.9080000000001,1182.954,1217.941,1253.874,1290.79,1328.6860000000001,1367.5629999999999,1407.4360000000001,1448.414,1490.6029999999998,1534.085,1578.9379999999999,1625.124,1672.496,1720.8120000000001,1769.942,1819.954,1870.9779999999998,1923.0020000000002,1976.03,2030.14,2085.202,2141.445,2199.791,2261.403,2327.075,2397.245,2471.598,2549.223,2628.803,2709.3590000000004,2790.7290000000003,2873.228,2957.117,3042.823,3130.72,3220.653,3312.665,3407.5409999999997,3506.288,3609.5429999999997,3717.672,3830.239,3946.17,4063.92,4182.340999999999
Mauritius,493.255,506.43300000000005,521.188,537.047,553.626,570.648,587.952,605.487,623.276,641.428,660.023,679.045,698.303,717.415,735.86,753.285,769.553,784.78,799.1360000000001,812.946,826.441,839.5980000000001,852.4,865.169,878.355,892.211,906.929,922.32,937.821,952.5880000000001,966.0310000000001,978.069,988.8919999999999,998.6310000000001,1007.5010000000001,1015.762,1023.279,1030.178,1037.26,1045.5919999999999,1055.868,1068.4389999999999,1082.9560000000001,1098.5919999999999,1114.137,1128.673,1141.948,1154.14,1165.2830000000001,1175.5739999999998,1185.145,1193.917,1201.812,1208.994,1215.677,1222.003,1228.098,1233.911,1239.2930000000001,1244.024,1247.955,1251.0230000000001,1253.371,1255.29,1257.219,1259.4560000000001
Mayotte,15.140999999999998,15.728,16.442999999999998,17.249000000000002,18.094,18.985,19.901,20.84,21.831999999999997,22.881999999999998,24.015,25.241,26.535,27.879,29.219,30.526,31.783,33.01,34.251,35.554,36.969,38.513000000000005,40.196,41.955,43.733999999999995,45.483000000000004,47.18600000000001,48.891999999999996,50.698,52.746,55.137,57.907,61.038999999999994,64.491,68.20100000000001,72.104,76.184,80.44800000000001,84.946,89.70700000000001,94.78399999999999,100.166,105.82700000000001,111.64299999999999,117.462,123.181,128.75799999999998,134.216,139.579,144.94,150.33100000000002,155.754,161.205,166.72099999999998,172.33900000000003,178.09799999999998,184.03099999999998,190.09799999999998,196.27900000000002,202.503,208.718,214.923,221.122,227.351,233.638,240.02
Mexico,28012.561,28836.113999999998,29711.632,30634.215,31599.801,32605.178,33647.982,34726.719,35840.646,36989.693999999996,38174.112,39394.126000000004,40649.587999999996,41939.88,43264.272000000004,44623.043,46011.038,47429.812000000005,48894.019,50423.481,52029.861,53718.724,55478.151,57280.587,59088.193,60872.399000000005,62623.763,64345.884000000005,66039.488,67709.689,69360.871,70992.195,72602.533,74196.548,75780.605,77360.707,78934.125,80503.052,82083.91900000001,83697.891,85357.87400000001,87071.51199999999,88828.31,90600.45300000001,92349.147,94045.579,95687.45199999999,97281.739,98821.45599999999,100300.579,101719.67300000001,103067.06800000001,104355.60800000001,105640.45300000001,106995.58300000001,108472.228,110092.37800000001,111836.34599999999,113661.80900000001,115505.228,117318.94099999999,119090.01699999999,120828.30699999999,122535.969,124221.6,125890.94900000001
Micronesia (Fed. States of),32.001,33.408,34.6,35.693000000000005,36.777,37.893,39.093,40.373000000000005,41.727,43.126000000000005,44.537,45.955,47.388000000000005,48.876000000000005,50.486999999999995,52.242,54.199,56.318999999999996,58.403,60.17,61.431000000000004,62.108000000000004,62.298,62.29,62.476000000000006,63.144,64.38600000000001,66.105,68.222,70.55,72.964,75.462,78.059,80.678,83.24,85.686,87.948,90.02,92.021,94.09100000000001,96.331,98.79899999999999,101.413,103.934,106.057,107.556,108.344,108.50200000000001,108.238,107.816,107.432,107.165,106.98299999999999,106.816,106.57700000000001,106.196,105.684,105.07799999999999,104.478,103.96,103.616,103.46799999999999,103.50299999999999,103.70200000000001,104.015,104.43299999999999
Monaco,19.996,19.377,19.073,19.053,19.264,19.655,20.182000000000002,20.791,21.399,21.974,22.451999999999998,22.808000000000003,23.039,23.168000000000003,23.236,23.281999999999996,23.305,23.291999999999998,23.304000000000002,23.346,23.484,23.72,24.051,24.439,24.835,25.197,25.523000000000003,25.809,26.087,26.395,26.745,27.164,27.624000000000002,28.095,28.511999999999997,28.835,29.041,29.171999999999997,29.235,29.311999999999998,29.439,29.624000000000002,29.863000000000003,30.138,30.427,30.691,30.967,31.250999999999998,31.523000000000003,31.8,32.082,32.36,32.629,32.933,33.314,33.793,34.408,35.111,35.853,36.534,37.094,37.497,37.783,37.971,38.132,38.306999999999995
Mongolia,780.199,793.538,807.921,823.06,838.785,855.1030000000001,872.1560000000001,890.2739999999999,909.89,931.4810000000001,955.505,982.178,1011.324,1042.383,1074.514,1107.124,1139.961,1173.191,1207.104,1242.214,1278.825,1317.05,1356.67,1397.3039999999999,1438.425,1479.651,1520.865,1562.2089999999998,1603.906,1646.2910000000002,1689.622,1733.475,1777.727,1823.2160000000001,1871.09,1921.881,1976.309,2033.3429999999998,2089.714,2141.008,2184.145,2217.9179999999997,2243.502,2263.2,2280.496,2298.0389999999998,2316.567,2335.695,2355.59,2376.1620000000003,2397.436,2419.776,2443.659,2469.286,2496.8320000000003,2526.446,2558.012,2591.67,2628.131,2668.289,2712.65,2761.5159999999996,2814.2259999999997,2869.107,2923.8959999999997,2976.877
Montenegro,394.73900000000003,400.87199999999996,410.50800000000004,421.73699999999997,433.135,443.795,453.31699999999995,461.809,469.791,478.06800000000004,487.413,498.12800000000004,509.713,520.714,529.175,533.814,533.908,530.229,524.844,520.6469999999999,519.696,522.786,529.21,537.758,546.5740000000001,554.262,560.423,565.507,570.056,574.95,580.754,587.687,595.354,602.967,609.431,614.016,616.357,616.797,616.053,615.203,615.002,615.741,617.172,618.852,620.0840000000001,620.414,619.707,618.216,616.34,614.65,613.56,613.175,613.382,614.097,615.145,616.388,617.832,619.484,621.205,622.852,624.285,625.466,626.386,627.094,627.674,628.178
Montserrat,13.519,14.126,14.492,14.629000000000001,14.55,14.297,13.9,13.42,12.923,12.457,12.102,11.88,11.799000000000001,11.809000000000001,11.841,11.84,11.812000000000001,11.755,11.695,11.649000000000001,11.625,11.636,11.66,11.687000000000001,11.734000000000002,11.780999999999999,11.827,11.880999999999998,11.921,11.944,11.92,11.845999999999998,11.749,11.61,11.460999999999999,11.324000000000002,11.179,11.027999999999999,10.888,10.785,10.73,10.765999999999998,10.850999999999999,10.886,10.717,10.232999999999999,9.376,8.216000000000001,6.936,5.787000000000001,4.955,4.505,4.376,4.471,4.644,4.7780000000000005,4.846,4.888999999999999,4.908,4.923,4.944,4.994,5.031000000000001,5.0680000000000005,5.098,5.124
Morocco,8985.989,9242.796999999999,9528.256,9836.534,10162.684000000001,10502.666000000001,10853.333,11212.448999999999,11578.559,11950.826000000001,12328.532,12710.546999999999,13094.818000000001,13478.232,13857.142,14229.044,14593.284,14950.803,15302.947,15651.923999999999,16000.008,16347.198,16695.003,17049.165,17416.964,17803.698,18210.754,18636.977,19081.718,19543.346999999998,20019.846999999998,20511.601000000002,21016.818,21528.502,22037.61,22537.376,23023.935,23497.766,23961.82,24421.191000000003,24879.136000000002,25336.862,25791.494,26237.417,26667.048,27075.232000000004,27460.603,27825.901,28175.263,28514.798,28849.621,29181.832000000002,29512.368,29843.937,30179.285,30521.07,30869.346,31225.881,31596.855,31989.897,32409.639,32858.823,33333.789,33824.769,34318.082,34803.322
Mozambique,6152.236999999999,6248.717,6352.584,6463.088000000001,6579.634,6701.749,6829.092,6961.486,7098.859,7241.232,7388.695,7541.325,7699.139,7862.071999999999,8030.025,8203.076,8381.455,8565.674,8756.481,8954.809000000001,9161.534,9375.144,9595.761999999999,9827.58,10076.171999999999,10344.494,10632.931999999999,10936.936000000002,11248.046,11554.979,11848.331,12133.073999999999,12409.243,12657.708,12853.78,12984.405,13034.385,13020.861,13002.553,13059.613000000001,13247.649,13591.97,14071.231000000002,14636.995,15217.044,15759.132,16248.232,16701.351000000002,17136.78,17584.869,18067.686999999998,18588.758,19139.658,19716.598,20312.705,20923.07,21547.463,22188.387000000002,22846.757999999998,23524.063,24221.405,24939.005,25676.606,26434.372000000003,27212.382,28010.691000000003
Myanmar,17151.51,17470.06,17796.4,18135.962,18492.475,18867.968,19262.647,19675.043999999998,20102.248,20540.398999999998,20986.123,21438.025,21898.02,22371.902000000002,22867.741,23391.145,23944.178,24524.548,25128.116,25748.642999999996,26381.431,27024.985,27680.144,28347.341,29027.734,29721.967,30428.034,31144.324,31872.23,32613.888,33369.712,34139.13,34917.895,35697.943,36468.888,37222.296,37957.332,38673.241,39362.142,40014.862,40626.25,41190.156,41711.465,42209.778,42712.223,43237.792,43793.31,44371.525,44959.935,45539.435,46095.462,46627.994000000006,47140.22,47624.894,48073.707,48482.614,48846.474,49171.585999999996,49479.752,49800.69,50155.89599999999,50553.030999999995,50986.514,51448.195999999996,51924.182,52403.669
Namibia,485.274,494.631,504.57800000000003,515.058,526.0419999999999,537.514,549.479,561.932,574.904,588.4259999999999,602.544,617.2769999999999,632.654,648.661,665.2819999999999,682.551,700.341,718.685,737.8860000000001,758.377,780.3839999999999,804.1569999999999,829.441,855.38,880.785,904.8389999999999,927.503,949.193,970.258,991.2260000000001,1012.672,1034.264,1056.366,1081.0810000000001,1111.132,1148.302,1193.5919999999999,1245.99,1302.741,1359.933,1414.692,1465.74,1513.721,1559.983,1606.7179999999998,1655.359,1706.489,1758.994,1810.566,1858.0420000000001,1899.257,1933.596,1962.1470000000002,1986.535,2009.2279999999998,2032.1960000000001,2055.734,2079.915,2106.375,2137.04,2173.17,2215.621,2263.9339999999997,2316.52,2370.992,2425.561
Nauru,2.9539999999999997,3.057,3.194,3.3369999999999997,3.4810000000000003,3.6189999999999998,3.7560000000000002,3.9,4.051,4.232,4.433,4.676,4.948,5.228,5.5,5.74,5.933,6.103,6.237,6.371,6.496,6.617000000000001,6.742999999999999,6.8629999999999995,6.972,7.068,7.15,7.232,7.309,7.397,7.4879999999999995,7.5920000000000005,7.7170000000000005,7.854,8.005,8.173,8.353,8.554,8.755,8.954,9.155,9.347999999999999,9.546,9.719,9.857000000000001,9.969,10.029,10.057,10.046,10.04,10.037,10.052,10.08,10.106,10.126,10.113999999999999,10.071,10.002,9.947000000000001,9.945,10.025,10.208,10.478,10.79,11.07,11.26
Nepal,8483.325,8658.31,8824.455,8984.311,9140.059000000001,9293.493,9446.009,9598.63,9752.049,9906.689,10063.011,10221.759,10384.204,10552.267,10728.197,10913.723999999998,11109.883999999998,11316.826000000001,11534.264,11761.473,11997.928999999998,12243.768,12499.428999999998,12764.957,13040.403999999999,13325.813999999998,13621.11,13926.26,14241.403,14566.691,14902.163,15249.01,15607.236,15974.42,16347.242,16723.956000000002,17101.136000000002,17480.921000000002,17873.667,18293.514,18749.406000000003,19245.054,19773.772,20321.175,20867.13,21396.384,21903.379,22389.803,22856.305,23305.994,23740.911,24161.777000000002,24566.342,24950.623,25309.449,25640.287,25940.618,26214.847,26475.859,26741.103,27023.137000000002,27327.147,27649.925,27985.31,28323.241,28656.282000000003
Netherlands,10042.043,10167.534,10297.984,10432.301,10569.688,10709.63,10851.92,10996.635,11144.07,11294.688999999998,11448.817,11606.402,11766.726,11928.361,12089.385,12248.344,12404.193000000001,12556.839,12706.787,12855.007,13001.943000000001,13147.931999999999,13291.873,13431.181999999999,13562.438,13683.291000000001,13793.11,13892.917,13984.06,14068.593,14148.415,14223.763,14295.216999999999,14365.385,14437.506000000001,14513.948999999999,14595.755,14682.649,14774.038,14868.655,14965.448,15064.518999999998,15165.862,15268.006000000001,15369.12,15467.851,15563.255,15655.475,15745.646999999999,15835.523000000001,15926.188,16018.114,16110.355,16200.951000000001,16287.181999999999,16367.158000000001,16440.221999999998,16507.056,16568.734,16626.926,16682.917,16737.002,16789.095,16839.699,16889.356,16938.499
