Location,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Fiji,288.988,296.209,304.814,314.351,324.482,334.976,345.744,356.82,368.319,380.45099999999996,393.38599999999997,407.156,421.577,436.208,450.45,463.88300000000004,476.324,487.913,498.892,509.658,520.529,531.601,542.814,554.107,565.388,576.595,587.52,598.259,609.345,621.538,635.255,650.955,668.198,685.3910000000001,700.3660000000001,711.6610000000001,718.548,721.725,722.9169999999999,724.6239999999999,728.628,735.4730000000001,744.5310000000001,755.0260000000001,765.6669999999999,775.498,784.4760000000001,792.86,800.315,806.4939999999999,811.2230000000001,814.2180000000001,815.691,816.628,818.3539999999999,821.817,827.4110000000001,834.812,843.34,851.967,859.95,867.086,873.596,879.715,885.806,892.1489999999999
Finland,4008.2940000000003,4050.492,4096.554,4144.2970000000005,4191.979,4238.275,4282.379,4323.920999999999,4362.913,4399.674,4434.59,4467.773,4498.817,4526.746,4550.2390000000005,4568.598,4581.115,4588.656,4594.024,4601.032999999999,4612.366,4629.38,4651.1720000000005,4675.456,4698.779,4718.749,4734.437,4746.932,4758.252,4771.345,4788.2429999999995,4809.813,4835.1,4862.178,4888.204000000001,4911.22,4930.340999999999,4946.373,4961.087,4977.115,4996.222,5019.125,5044.925,5071.789000000001,5097.097,5119.005,5136.979,5151.746,5164.242,5175.9259999999995,5187.954000000001,5200.479,5213.373,5227.103,5242.185,5258.927,5277.57,5298.014,5319.901999999999,5342.646,5365.781999999999,5389.241999999999,5412.98,5436.616,5459.717,5481.965999999999
France,41879.605,42070.919,42365.579000000005,42724.223,43117.846,43527.762,43946.212,44375.735,44827.61,45319.11,45865.39599999999,46470.824,47121.382000000005,47781.402,48402.837,48952.255,49411.387,49791.935,50127.143,50466.394,50843.829000000005,51273.47,51739.837,52212.314000000006,52646.198,53010.73,53295.791,53516.212999999996,53696.453,53872.444,54070.817,54298.045,54547.687999999995,54817.832,55102.742999999995,55397.482,55704.494000000006,56024.508,56348.21400000001,56663.204000000005,56960.835,57237.702000000005,57496.974,57744.82,57990.66099999999,58241.791,58499.689000000006,58763.395,59034.920999999995,59316.107,59608.200999999994,59911.252,60225.075999999994,60550.097,60886.607,61233.9,61592.884000000005,61960.95,62329.567,62687.52099999999,63026.74,63343.577000000005,63639.873,63919.917,64190.638,64457.200999999994
French Guiana,25.471999999999998,26.247,26.892,27.465,27.987,28.49,29.026999999999997,29.621,30.303,31.095,32.032,33.121,34.376999999999995,35.765,37.287,38.891999999999996,40.623000000000005,42.443000000000005,44.31,46.153,47.93,49.629,51.269,52.88,54.52,56.223,57.995,59.872,61.931000000000004,64.281,66.977,70.029,73.42,77.233,81.562,86.439,91.939,97.978,104.226,110.26299999999999,115.78399999999999,120.681,125.083,129.16299999999998,133.189,137.4,141.767,146.273,151.17,156.735,163.165,170.59599999999998,178.90400000000002,187.61900000000003,196.079,203.826,210.673,216.785,222.452,228.13400000000001,234.18099999999998,240.65400000000002,247.463,254.503,261.623,268.691
French Polynesia,60.266000000000005,62.085,63.87,65.593,67.252,68.854,70.429,72.06,73.827,75.806,78.07600000000001,80.703,83.65100000000001,86.837,90.132,93.43799999999999,96.73200000000001,100.029,103.38600000000001,106.85700000000001,110.495,114.31299999999999,118.279,122.35600000000001,126.486,130.619,134.748,138.864,143.032,147.296,151.708,156.243,160.888,165.613,170.396,175.204,180.075,184.95,189.738,194.252,198.375,202.016,205.266,208.345,211.579,215.196,219.283,223.731,228.37599999999998,232.952,237.25799999999998,241.273,245.00599999999997,248.49900000000002,251.775,254.886,257.832,260.594,263.17900000000003,265.58099999999996,267.82,269.843,271.703,273.528,275.48400000000004,277.69
Gabon,473.298,475.865,477.711,479.23699999999997,480.767,482.56,484.782,487.536,490.87,494.751,499.184,504.167,509.806,516.265,523.789,532.511,542.557,553.823,565.873,578.1080000000001,590.118,601.731,613.123,624.621,636.696,649.716,663.77,678.7739999999999,694.732,711.533,729.159,747.587,766.855,787.013,808.0830000000001,830.085,853.0269999999999,876.863,901.4580000000001,926.622,952.212,978.2230000000001,1004.676,1031.504,1058.663,1086.137,1113.994,1142.3239999999998,1171.224,1200.7730000000001,1231.122,1262.259,1294.4089999999999,1328.146,1364.205,1403.126,1444.844,1489.193,1536.411,1586.754,1640.21,1697.101,1756.817,1817.271,1875.713,1930.175
Gambia,271.377,272.72,276.77299999999997,283.505,292.71299999999997,304.029,316.907,330.6,344.265,356.968,367.92800000000005,376.73699999999997,383.523,389.07199999999995,394.55300000000005,400.861,408.18,416.339,425.51,435.798,447.285,460.194,474.539,489.861,505.51199999999994,521.07,536.409,551.817,567.831,585.1569999999999,604.369,625.411,648.21,673.238,701.1039999999999,732.096,766.5889999999999,804.125,843.05,881.138,916.808,949.493,979.7180000000001,1008.3580000000001,1036.829,1066.223,1096.708,1128.1689999999999,1160.944,1195.42,1231.844,1270.495,1311.349,1354.194,1398.5729999999999,1444.204,1491.021,1539.116,1588.5720000000001,1639.56,1692.149,1746.3629999999998,1802.125,1859.3239999999998,1917.852,1977.59
Georgia,3527.008,3555.87,3588.619,3625.6009999999997,3667.0640000000003,3713.1209999999996,3763.763,3818.847,3878.127,3941.2329999999997,4007.7129999999997,4077.0690000000004,4148.73,4222.142,4296.656,4371.521,4446.8240000000005,4521.709,4593.305,4658.0,4713.322,4758.145,4793.55,4822.16,4847.853,4873.619000000001,4900.179,4927.244000000001,4955.501,4985.563,5017.818,5051.225,5085.514,5122.384,5164.137,5211.441,5266.826,5327.228,5380.909000000001,5412.147,5410.371999999999,5370.649,5298.085999999999,5204.634,5107.674,5020.061,4945.566,4881.248,4825.186,4773.169,4722.059,4672.162,4624.88,4579.082,4533.329000000001,4486.5470000000005,4438.896,4390.535,4340.514,4287.696,4231.661,4171.255999999999,4107.719,4045.91,3992.3459999999995,3951.5240000000003
Germany,69966.243,70299.358,70619.49900000001,70929.259,71233.131,71537.537,71850.98,72183.916,72548.042,72955.244,73414.427,73928.048,74489.142,75080.047,75676.011,76255.92599999999,76816.337,77352.662,77841.435,78254.62599999999,78572.984,78786.608,78901.707,78936.165,78917.22,78866.49799999999,78794.496,78701.80099999999,78589.311,78454.848,78300.65,78126.104,77944.848,77790.08,77704.336,77717.431,77837.5,78054.086,78354.017,78715.61,79118.326,79564.454,80046.157,80520.088,80931.041,81240.604,81426.337,81499.866,81499.232,81481.61200000001,81487.757,81535.848,81611.868,81686.495,81715.659,81671.234,81540.353,81344.457,81130.944,80965.61200000001,80894.785,80933.98,81066.228,81265.13900000001,81489.66,81707.789
Ghana,4980.875,5068.436,5191.219,5339.182,5504.254,5680.41,5863.686,6052.159000000001,6245.646,6445.283,6652.286999999999,6866.539000000001,7085.464,7303.432,7513.289000000001,7710.549,7890.991999999999,8057.444,8221.02,8397.347,8596.983,8827.273000000001,9083.573,9350.110999999999,9604.276,9831.407,10023.472,10189.89,10354.499,10550.777,10802.028,11117.605,11488.106000000002,11895.125,12311.158000000001,12716.228000000001,13104.296,13481.406,13854.214,14233.874,14628.26,15039.514,15463.854,15896.431999999999,16330.173999999999,16760.467,17185.608,17608.811999999998,18036.494,18477.612,18938.762,19421.605,19924.522,20446.782,20986.536,21542.009,22113.425,22700.212000000003,23298.64,23903.831000000002,24512.104,25121.796000000002,25733.049,26346.251,26962.563,27582.821
Gibraltar,22.039,22.291999999999998,22.494,22.63,22.72,22.775,22.816,22.863000000000003,22.959,23.129,23.394000000000002,23.785999999999998,24.284000000000002,24.848000000000003,25.454,26.041,26.612,27.174,27.694000000000003,28.159000000000002,28.56,28.869,29.104,29.278000000000002,29.427,29.578000000000003,29.741999999999997,29.901999999999997,30.049,30.177,30.272,30.334,30.381,30.383000000000003,30.325,30.206999999999997,30.004,29.744,29.469,29.261999999999997,29.164,29.212,29.379,29.623,29.895,30.147,30.381999999999998,30.594,30.801,30.991,31.18,31.374000000000002,31.544,31.72,31.896,32.085,32.296,32.51,32.732,32.955999999999996,33.189,33.405,33.623000000000005,33.830999999999996,34.038000000000004,34.228
Greece,7668.794,7743.251,7814.593000000001,7882.996999999999,7948.525,8011.124,8070.644,8126.805,8179.268,8227.654,8271.788,8311.808,8348.332,8382.605,8416.193000000001,8450.504,8486.428,8524.555,8565.665,8610.472,8659.795,8712.683,8769.758,8835.139000000001,8914.176,9009.917,9124.755,9255.38,9392.113000000001,9521.671999999999,9634.504,9727.724,9804.166,9867.161,9922.431,9974.739,10023.374,10068.280999999999,10115.853000000001,10174.169,10248.537,10341.892,10451.417,10569.421999999999,10684.818000000001,10789.375,10880.912,10961.123,11030.393,11090.266000000001,11142.118999999999,11184.398000000001,11216.798999999999,11243.567,11270.476,11301.204,11338.77,11380.896999999999,11419.646999999999,11443.828000000001,11446.005,11422.805,11378.257,11321.3,11264.726,11217.8
Greenland,22.996,23.473000000000003,23.938000000000002,24.469,25.093000000000004,25.846,26.718000000000004,27.730999999999998,28.85,30.017,31.239,32.471,33.73,35.043,36.445,37.964,39.61,41.361000000000004,43.097,44.699,46.074,47.18600000000001,48.077,48.738,49.233999999999995,49.586000000000006,49.78,49.843999999999994,49.86,49.946000000000005,50.178999999999995,50.583999999999996,51.157,51.82899999999999,52.534,53.19,53.797,54.373000000000005,54.878,55.295,55.604,55.788999999999994,55.861000000000004,55.848,55.815,55.81100000000001,55.836999999999996,55.881,55.948,56.04600000000001,56.175,56.327,56.518,56.708,56.861000000000004,56.951,56.971000000000004,56.927,56.841,56.728,56.638000000000005,56.552,56.47,56.413999999999994,56.382,56.376999999999995
Grenada,76.681,76.624,77.137,78.10300000000001,79.432,81.024,82.8,84.648,86.493,88.25200000000001,89.869,91.26,92.425,93.35,94.066,94.581,94.875,94.961,94.868,94.682,94.426,94.185,93.934,93.63,93.152,92.448,91.43700000000001,90.184,89.073,88.568,89.005,90.572,93.09100000000001,95.985,98.439,99.906,100.14299999999999,99.38,98.06200000000001,96.869,96.28299999999999,96.454,97.198,98.305,99.405,100.255,100.796,101.12200000000001,101.309,101.44200000000001,101.619,101.84899999999999,102.1,102.375,102.656,102.949,103.259,103.586,103.93,104.296,104.677,105.075,105.48100000000001,105.90899999999999,106.36,106.823
Guadeloupe,210.003,213.072,217.266,222.565,228.87900000000002,236.06400000000002,243.87599999999998,252.058,260.231,268.04200000000003,275.161,281.409,286.76099999999997,291.45099999999996,295.83299999999997,300.171,304.524,308.767,312.783,316.346,319.334,321.753,323.722,325.224,326.285,326.966,327.2,327.128,327.224,328.095,330.17699999999996,333.625,338.296,343.892,349.971,356.171,362.461,368.86,375.08,380.825,385.87800000000004,390.069,393.465,396.42900000000003,399.47,402.93699999999995,406.977,411.444,416.089,420.582,424.64599999999996,428.22,431.35900000000004,434.191,436.885,439.55199999999996,442.25699999999995,444.91,447.345,449.333,450.718,451.44699999999995,451.602,451.338,450.884,450.418
Guam,59.651,60.262,60.876999999999995,61.471000000000004,62.053000000000004,62.641000000000005,63.258,63.926,64.697,65.619,66.742,68.072,69.604,71.286,73.051,74.83,76.607,78.404,80.217,82.04,83.87700000000001,85.726,87.587,89.464,91.37700000000001,93.352,95.385,97.477,99.63,101.844,104.133,106.485,108.906,111.402,113.961,116.572,119.23200000000001,121.919,124.67299999999999,127.522,130.482,133.558,136.692,139.81799999999998,142.80200000000002,145.561,148.06,150.303,152.27700000000002,153.953,155.329,156.401,157.175,157.714,158.099,158.40200000000002,158.648,158.855,159.035,159.231,159.444,159.678,159.97299999999998,160.375,160.967,161.797
Guatemala,3114.9570000000003,3212.3309999999997,3311.5370000000003,3413.165,3517.653,3625.3,3736.236,3850.434,3967.745,4087.923,4210.747,4336.143,4464.249,4595.51,4730.54,4869.715999999999,5013.153,5160.609,5311.615,5465.512,5621.7919999999995,5780.48,5941.566999999999,6104.53,6268.706999999999,6433.728,6599.214,6765.516,6933.906,7106.145,7283.459,7466.488,7654.819,7847.472,8042.897,8240.06,8438.604,8639.108,8842.575,9050.465,9263.813,9483.27,9708.544,9938.692,10172.296999999999,10408.489,10646.673999999999,10887.633999999998,11133.501,11387.203000000001,11650.743,11924.946000000002,12208.848,12500.478000000001,12796.925,13096.028,13397.008,13700.286,14006.366000000002,14316.208,14630.417,14948.919,15271.056,15596.214,15923.559,16252.428999999998
Guinea,3093.6540000000005,3141.8790000000004,3185.909,3228.381,3271.313,3316.135,3363.66,3414.053,3466.99,3521.704,3577.409,3633.652,3690.664,3749.505,3811.659,3877.8059999999996,3948.869,4023.486,4097.191,4164.003,4219.77,4263.84,4298.090999999999,4324.36,4345.545,4364.514,4381.601,4398.484,4421.134,4457.0779999999995,4511.902,4589.784000000001,4690.605,4810.496,4943.144,5084.767,5229.7970000000005,5381.483,5554.882,5770.651999999999,6041.094,6374.329000000001,6758.838000000001,7163.236,7544.291,7871.173000000001,8132.552,8337.988000000001,8503.296999999999,8653.769,8808.546,8971.139000000001,9137.345,9309.848,9490.229,9679.745,9881.428,10096.726999999999,10323.142,10556.524,10794.17,11035.17,11281.469,11536.615,11805.508999999998,12091.533000000001
Guinea-Bissau,535.43,544.106,552.029,559.692,567.404,575.382,583.648,592.13,600.597,608.779,616.409,623.415,629.969,636.586,643.961,652.562,662.4630000000001,673.462,685.4760000000001,698.3380000000001,711.827,726.2560000000001,741.49,756.28,768.945,778.47,784.1560000000001,786.7539999999999,788.495,792.462,800.8539999999999,814.507,832.668,854.113,876.873,899.5089999999999,921.6260000000001,943.617,965.742,988.52,1012.28,1037.155,1062.8,1088.569,1113.5410000000002,1137.122,1159.06,1179.7269999999999,1199.915,1220.7939999999999,1243.229,1267.512,1293.5230000000001,1321.2020000000002,1350.345,1380.838,1412.6689999999999,1445.9579999999999,1480.8410000000001,1517.4479999999999,1555.88,1596.154,1638.139,1681.495,1725.744,1770.526
Guyana,406.559,418.67400000000004,432.81800000000004,448.464,465.17199999999997,482.555,500.324,518.259,536.2180000000001,554.092,571.819,589.274,606.285,622.575,637.845,651.868,664.5210000000001,675.8710000000001,686.1460000000001,695.745,704.934,713.684,721.948,729.916,737.847,745.841,754.1010000000001,762.424,770.125,776.2539999999999,780.153,781.732,781.2460000000001,778.948,775.2189999999999,770.435,764.459,757.5060000000001,750.7310000000001,745.665,743.309,744.289,748.1339999999999,753.4839999999999,758.342,761.291,761.8610000000001,760.51,757.952,755.278,753.301,752.263,751.8839999999999,751.857,751.6519999999999,750.946,749.6010000000001,747.8689999999999,746.314,745.693,746.556,749.1,753.091,758.081,763.393,768.5139999999999
Haiti,3221.283,3275.366,3331.58,3390.05,3450.85,3514.074,3579.725,3647.809,3718.283,3791.097,3866.159,3943.364,4022.593,4103.73,4186.64,4271.133,4357.484,4445.53,4534.234,4622.208,4708.642,4793.155,4876.56,4960.657,5047.944,5140.357,5238.245,5341.419,5450.549,5566.266,5688.835999999999,5818.670999999999,5955.267,6096.691999999999,6240.329000000001,6384.195,6527.543000000001,6670.568,6813.348000000001,6956.3,7099.732,7243.391,7386.975,7530.705,7674.911,7819.806,7965.553000000001,8111.951,8258.483,8404.398000000001,8549.2,8692.567,8834.733,8976.552,9119.178,9263.404,9409.457,9556.889000000001,9705.029,9852.87,9999.617,10145.054,10289.21,10431.776,10572.466,10711.061000000002
Holy See,0.9079999999999999,0.885,0.882,0.8859999999999999,0.894,0.9079999999999999,0.905,0.91,0.912,0.9079999999999999,0.9059999999999999,0.903,0.898,0.892,0.879,0.8540000000000001,0.8140000000000001,0.7659999999999999,0.7120000000000001,0.669,0.644,0.642,0.657,0.6859999999999999,0.708,0.728,0.737,0.737,0.73,0.73,0.7240000000000001,0.725,0.7290000000000001,0.731,0.74,0.746,0.75,0.759,0.764,0.765,0.768,0.774,0.779,0.778,0.778,0.78,0.778,0.782,0.7809999999999999,0.7809999999999999,0.785,0.7879999999999999,0.792,0.7979999999999999,0.797,0.7979999999999999,0.8,0.7959999999999999,0.794,0.795,0.794,0.7959999999999999,0.804,0.8009999999999999,0.8,0.8029999999999999
Honduras,1546.724,1588.5610000000001,1631.734,1676.5020000000002,1723.01,1771.351,1821.5379999999998,1873.4979999999998,1927.104,1982.192,2038.6370000000002,2096.407,2155.652,2216.7070000000003,2280.045,2346.01,2414.8070000000002,2486.4139999999998,2560.7270000000003,2637.5170000000003,2716.659,2798.125,2882.113,2968.994,3059.2540000000004,3153.261,3251.158,3352.835,3458.1040000000003,3566.665,3678.2859999999996,3792.938,3910.657,4031.349,4154.887,4281.189,4410.157999999999,4541.804,4676.361,4814.137,4955.3279999999995,5099.951,5247.835999999999,5398.805,5552.625,5709.0509999999995,5867.849,6028.882,6192.026,6357.221,6524.283,6693.061,6863.156999999999,7033.821,7204.153,7373.43,7541.406,7707.972,7872.658,8035.021,8194.778,8351.6,8505.646,8657.785,8809.216,8960.829
Hungary,9337.723,9480.574,9597.896999999999,9692.841999999999,9768.622,9828.440999999999,9875.554,9913.225,9944.699,9973.063,10001.017,10030.528,10062.576,10097.059000000001,10133.076,10169.931,10208.376,10248.86,10289.943000000001,10329.555,10366.34,10398.442,10426.426,10454.06,10486.633999999998,10527.27,10578.457,10637.073,10693.829,10735.989,10754.766000000001,10746.963,10716.323999999999,10669.693000000001,10617.232,10566.817,10519.786,10475.042,10435.046999999999,10402.126,10377.651,10363.564,10359.143,10359.589,10358.122,10349.838,10332.989,10309.021999999999,10280.145,10249.959,10221.051,10194.005,10167.872,10141.956,10115.081,10086.465,10055.896999999999,10023.886999999999,9991.201,9958.942,9927.84,9898.204,9869.684000000001,9841.697,9813.335,9783.925
Iceland,142.659,144.942,147.70600000000002,150.82,154.157,157.642,161.19799999999998,164.78799999999998,168.387,171.99099999999999,175.592,179.183,182.71099999999998,186.12400000000002,189.338,192.313,194.99,197.40099999999998,199.669,201.97400000000002,204.426,207.088,209.929,212.81400000000002,215.563,218.07,220.291,222.266,224.15,226.10299999999998,228.262,230.66400000000002,233.269,236.019,238.808,241.582,244.331,247.05599999999998,249.75599999999997,252.41299999999998,255.043,257.624,260.151,262.656,265.138,267.629,270.15,272.709,275.296,277.87,280.435,282.907,285.329,287.952,291.10400000000004,294.97900000000004,299.728,305.2,310.884,316.086,320.328,323.418,325.526,327.029,328.459,330.24300000000005
India,376325.2,382245.30299999996,388538.62,395160.091,402077.026,409269.055,416728.771,424461.10799999995,432481.66299999994,440813.896,449480.60799999995,458494.963,467852.537,477527.97,487484.535,497702.365,508161.935,518889.779,529967.317,541505.076,553578.5129999999,566224.812,579411.5129999999,593058.926,607050.255,621301.72,635771.7339999999,650485.03,665502.284,680915.804,696783.517,713118.032,729868.0129999999,746949.067,764245.202,781666.671,799181.436,816792.7409999999,834489.322,852270.0340000001,870133.48,888054.875,906021.1059999999,924057.817,942204.2490000001,960482.795,978893.2170000001,997405.318,1015974.042,1034539.214,1053050.912,1071477.855,1089807.112,1108027.848,1126135.777,1144118.674,1161977.719,1179681.239,1197146.906,1214270.132,1230980.6909999999,1247236.029,1263065.852,1278562.207,1293859.294,1309053.98
Indonesia,69543.31599999999,70869.609,72309.9,73866.521,75539.73700000001,77327.79400000001,79226.787,81230.747,83332.05,85521.979,87792.515,90138.235,92558.005,95055.665,97638.02900000001,100308.894,103067.354,105907.403,108821.564,111800.091,114834.78,117921.998,121059.513,124242.29800000001,127465.231,130724.115,134010.69,137322.11800000002,140665.856,144053.518,147490.365,150978.84,154506.265,158044.343,161555.583,165012.196,168402.025,171728.917,175000.91600000003,178233.223,181436.82100000003,184615.979,187766.086,190879.52300000002,193945.272,196957.849,199914.831,202826.465,205715.544,208612.556,211540.42899999997,214506.50199999998,217508.05899999998,220545.21399999998,223614.64899999998,226712.73,229838.202,232989.141,236159.276,239340.478,242524.12300000002,245707.51100000003,248883.232,252032.263,255131.116,258162.113
Iran (Islamic Republic of),17119.268,17516.575,17933.356,18368.896,18822.603,19293.999,19782.701,20288.436,20811.061,21350.523999999998,21906.903,22480.417999999998,23071.429,23680.432,24308.085,24955.115,25624.656000000003,26318.119,27032.943,27765.243,28514.01,29281.267999999996,30074.298,30904.271,31785.5,32730.554,33737.768,34810.723,35972.652,37252.659,38668.22,40217.629,41883.332,43645.092000000004,45474.708,47342.702000000005,49256.842000000004,51197.482,53075.617999999995,54777.114,56226.185,57375.584,58260.738,58991.218,59725.125,60575.644,61583.08900000001,62710.557,63900.63,65062.66,66131.854,67096.414,67983.33,68812.713,69617.1,70421.811,71227.88,72031.103,72845.542,73687.565,74567.511,75491.582,76453.57400000001,77435.384,78411.092,79360.48700000001
Iraq,5719.191999999999,5901.505,6065.01,6216.130999999999,6360.439,6502.656999999999,6646.643,6795.397,6951.161,7115.5109999999995,7289.7609999999995,7475.352,7674.223000000001,7888.914000000001,8122.1990000000005,8375.793,8651.164,8947.404,9260.681999999999,9585.576,9917.983,10255.903,10599.845,10951.166000000001,11312.305,11684.589,12068.168,12460.913999999999,12859.094,13257.798999999999,13653.356000000002,14046.54,14438.309,14825.788999999999,15205.501,15576.395,15936.375,16290.149,16651.807,17040.19,17469.005,17942.715,18458.186999999998,19011.917,19597.238999999998,20208.387,20845.893,21509.291,22190.25,22878.156000000003,23565.412999999997,24251.648999999998,24939.299,25627.626,26316.609,27008.426,27697.912,28390.432999999997,29111.417,29894.652000000002,30762.701,31727.053,32776.571,33883.145,35006.08,36115.649
Ireland,2913.093,2921.1090000000004,2924.054,2921.355,2913.045,2899.784,2882.8459999999995,2864.14,2846.055,2831.252,2822.11,2820.038,2824.948,2835.0190000000002,2847.34,2859.955,2872.071,2884.783,2900.184,2921.259,2949.998,2986.783,3030.395,3079.295,3131.175,3184.1259999999997,3237.594,3291.17,3343.147,3391.58,3434.953,3472.888,3505.36,3531.776,3551.6540000000005,3564.9590000000003,3571.3459999999995,3571.76,3569.112,3567.289,3569.257,3576.375,3588.594,3605.665,3626.7990000000004,3651.545,3679.849,3712.4640000000004,3750.57,3795.699,3848.776,3909.2929999999997,3976.288,4049.547,4128.749,4212.977,4303.37,4398.073,4489.589,4568.064,4626.928,4662.579000000001,4678.117,4681.967000000001,4686.347,4700.107
Isle of Man,55.254,55.222,54.852,54.208,53.367,52.408,51.401,50.428999999999995,49.566,48.883,48.442,48.281000000000006,48.418,48.8,49.391000000000005,50.141000000000005,51.049,52.118,53.254,54.376000000000005,55.425,56.352,57.153999999999996,57.9,58.655,59.478,60.428000000000004,61.443000000000005,62.406000000000006,63.151,63.551,63.54,63.191,62.73,62.486999999999995,62.696000000000005,63.441,64.63,66.047,67.388,68.429,69.096,69.475,69.656,69.818,70.07,70.431,70.869,71.39,71.952,72.554,73.192,73.87,74.587,75.34100000000001,76.118,76.914,77.727,78.53399999999999,79.325,80.072,80.759,81.406,82.01299999999999,82.59,83.167
Israel,1257.971,1354.0970000000002,1451.49,1546.2379999999998,1635.781,1718.9579999999999,1796.01,1868.5810000000001,1939.451,2012.15,2089.889,2174.2670000000003,2264.3089999999997,2355.9320000000002,2443.298,2522.53,2591.594,2652.697,2711.3,2775.1620000000003,2849.6220000000003,2936.6679999999997,3033.922,3137.033,3239.563,3336.76,3427.664,3513.5290000000005,3594.488,3671.282,3744.667,3815.232,3883.467,3950.123,4016.13,4082.7870000000003,4148.946,4216.179,4291.576,4384.355,4500.475,4643.198,4808.858,4987.73,5166.072,5333.719,5488.076999999999,5631.544,5765.21,5891.77,6013.741,6129.53,6239.285,6349.519,6468.826999999999,6602.97,6755.210999999999,6922.685,7097.41,7267.895,7425.959,7568.774,7699.105,7821.105,7941.329000000001,8064.547
Italy,46598.600999999995,47021.9,47411.943,47765.977999999996,48084.812000000005,48372.842000000004,48638.297,48892.969000000005,49151.47,49429.945999999996,49742.195999999996,50095.597,50487.492999999995,50903.66,51322.645,51728.664000000004,52115.99,52488.486,52851.203,53212.82,53578.683,53949.93,54321.015999999996,54682.627,55022.218,55330.694,55604.287000000004,55845.068,56057.025,56246.8,56419.278,56576.504,56717.075999999994,56838.675,56937.695,57012.352,57061.780999999995,57089.450999999994,57103.128,57113.15900000001,57127.12,57152.515999999996,57188.887,57226.647000000004,57251.367,57255.193,57229.67,57184.901,57153.554000000004,57179.989,57293.721,57506.367,57801.763,58147.037000000004,58494.704000000005,58808.483,59079.869000000006,59313.511,59502.385,59641.852999999996,59729.807,59759.929000000004,59733.834,59668.0,59585.668,59504.212
Jamaica,1402.899,1436.944,1468.0179999999998,1495.67,1519.786,1540.6229999999998,1558.819,1575.359,1591.514,1608.723,1628.2520000000002,1650.806,1676.25,1703.395,1730.486,1756.266,1780.264,1803.0639999999999,1825.6329999999998,1849.414,1875.381,1904.016,1934.828,1966.7,1998.0339999999999,2027.737,2055.085,2080.538,2105.6639999999998,2132.69,2163.045,2197.583,2235.327,2273.666,2308.947,2338.638,2361.72,2379.279,2393.534,2407.72,2424.242,2443.689,2465.362,2488.782,2513.049,2537.44,2561.993,2586.827,2611.367,2634.882,2656.864,2677.011,2695.446,2712.511,2728.777,2744.673,2760.2790000000005,2775.467,2790.1220000000003,2804.0820000000003,2817.21,2829.493,2840.992,2851.8070000000002,2862.087,2871.934
Japan,82802.084,84315.601,85658.683,86869.425,87980.31800000001,89018.257,90004.31300000001,90953.954,91877.704,92782.224,93673.615,94560.845,95458.881,96389.95300000001,97379.84800000001,98447.002,99595.12800000001,100820.021,102120.48199999999,103491.93,104925.645,106425.269,107977.039,109532.87800000001,111030.141,112423.055,113690.10800000001,114839.12,115890.284,116878.026,117827.355,118743.18,119615.62400000001,120438.087,121199.799,121894.038,122519.65199999999,123083.205,123594.96800000001,124068.903,124515.561,124940.015,125341.476,125717.524,126063.174,126375.466,126654.021,126902.62800000001,127127.265,127335.85800000001,127533.93400000001,127723.513,127902.617,128067.79400000001,128213.632,128335.76699999999,128432.994,128505.25099999999,128550.508,128566.659,128551.873,128505.399,128426.384,128312.92,128162.873,127974.95800000001
Jordan,481.32099999999997,536.446,576.367,610.0790000000001,644.196,682.952,728.04,778.7710000000001,832.428,884.8639999999999,932.257,973.0830000000001,1009.7330000000001,1049.302,1101.4589999999998,1172.55,1265.806,1377.465,1498.309,1615.277,1718.9129999999998,1806.605,1881.214,1945.626,2004.8329999999999,2062.9179999999997,2120.069,2176.135,2234.594,2299.655,2374.422,2461.1929999999998,2559.718,2667.47,2780.428,2895.985,3011.3,3127.917,3252.672,3395.0229999999997,3560.5820000000003,3753.433,3968.198,4189.431,4395.9529999999995,4572.904,4716.373,4832.267,4927.912,5014.899,5103.13,5193.482,5287.488,5396.774,5535.595,5714.111,5934.232,6193.191,6489.821999999999,6821.116,7182.39,7574.943,7992.573,8413.464,8809.306,9159.302
Kazakhstan,6702.991,6831.323,7041.797,7315.651,7636.83,7991.9980000000005,8370.63,8764.919,9169.454,9580.799,9996.0,10411.028,10819.457,11211.86,11577.469,11909.003,12201.038,12455.711000000001,12682.931,12897.413,13109.996000000001,13324.67,13538.749,13748.319,13946.819,14130.071000000002,14296.768999999998,14450.533000000001,14597.846000000001,14747.561000000002,14905.889,15072.355,15244.045,15421.226,15603.72,15789.437,15980.988000000001,16173.101,16346.206,16474.563000000002,16540.258,16540.017,16481.113,16370.0,16217.491000000002,16034.956,15820.631000000001,15581.752,15349.899,15165.573999999999,15057.363000000001,15039.971000000001,15105.645,15232.325,15385.916000000001,15541.457,15690.861,15841.355,16001.176000000001,16184.163,16398.976000000002,16647.38,16921.179,17207.256999999998,17487.779,17749.648
